3781321	-0.605673	0.416726	0.124393
3781322	-0.605668	0.416726	0.124333
3781323	-0.605753	0.416822	0.1244
3781324	-0.605683	0.41672	0.124343
3781325	-0.605641	0.416776	0.12438
3781326	-0.605661	0.416748	0.124358
3781327	-0.605671	0.416729	0.124353
3781328	-0.605663	0.416739	0.124382
3781329	-0.60573	0.416777	0.124362
3781330	-0.605609	0.416944	0.124452
3781331	-0.60574	0.416821	0.124347
3781332	-0.605648	0.416713	0.124232
3781333	-0.605684	0.416711	0.12436
3781334	-0.605691	0.416702	0.124354
3781335	-0.605696	0.41672	0.124355
3781336	-0.605675	0.416731	0.124364
3781337	-0.605609	0.416761	0.124358
3781338	-0.605627	0.416735	0.12435
3781339	-0.605676	0.416722	0.124347
3781340	-0.605669	0.416742	0.124363
3781341	-0.60566	0.416758	0.124359
3781342	-0.605665	0.41671	0.12426
3781343	-0.605678	0.416724	0.124327
3781344	-0.605685	0.416723	0.124336
3781345	-0.605662	0.416751	0.124325
3781346	-0.605681	0.416714	0.124384
3781347	-0.605671	0.416751	0.124287
3781348	-0.605667	0.416733	0.12429
3781349	-0.605685	0.416718	0.124338
3781350	-0.605653	0.416754	0.124348
3781351	-0.60567	0.416749	0.124356
3781352	-0.605727	0.4168	0.124461
3781353	-0.605569	0.416755	0.124411
3781354	-0.605654	0.416754	0.124377
3781355	-0.605676	0.416742	0.124295
3781356	-0.605671	0.416743	0.124393
3781357	-0.605664	0.416751	0.124366
3781358	-0.605658	0.416745	0.124339
3781359	-0.605677	0.416755	0.124341
3781360	-0.605659	0.41674	0.124361
3781361	-0.605661	0.416743	0.12436
3781362	-0.605664	0.416759	0.124362
3781363	-0.605676	0.41672	0.124342
3781364	-0.605663	0.416751	0.124346
3781365	-0.605665	0.416737	0.12434
3781366	-0.60568	0.416741	0.124316
3781367	-0.605674	0.416736	0.124367
3781368	-0.605679	0.416705	0.12433
3781369	-0.60567	0.416757	0.124313
3781370	-0.605665	0.416763	0.124367
3781371	-0.605693	0.416712	0.124351
3781372	-0.605592	0.416749	0.124305
3781373	-0.605666	0.416727	0.124359
3781374	-0.605619	0.416701	0.124385
3781375	-0.605671	0.416737	0.124351
3781376	-0.605689	0.416728	0.124358
3781377	-0.605642	0.416742	0.124438
3781378	-0.605691	0.416733	0.124326
3781379	-0.605665	0.416744	0.124353
3781380	-0.605501	0.416721	0.124315
3781381	-0.605656	0.416764	0.12433
3781382	-0.605665	0.416715	0.124304
3781383	-0.605674	0.416709	0.124337
3781384	-0.605637	0.416698	0.124329
3781385	-0.605689	0.416721	0.124329
3781386	-0.605658	0.416767	0.124377
3781387	-0.605683	0.416731	0.124322
3781388	-0.605664	0.416758	0.12434
3781389	-0.605688	0.416628	0.124387
3781390	-0.605672	0.416756	0.124362
3781391	-0.605665	0.41674	0.124339
3781392	-0.605662	0.416736	0.124356
3781393	-0.605669	0.416744	0.124305
3781394	-0.605665	0.416776	0.124306
3781395	-0.60569	0.416706	0.124337
3781396	-0.605669	0.416735	0.124312
3781397	-0.60564	0.416739	0.124378
3781398	-0.605692	0.41671	0.124279
3781399	-0.605753	0.416862	0.124435
3781400	-0.605668	0.416755	0.124385
3781401	-0.605688	0.41673	0.124316
3781402	-0.605677	0.416755	0.124411
3781403	-0.605556	0.416661	0.124279
3781404	-0.605665	0.416738	0.12433
3781405	-0.605693	0.416713	0.124324
3781406	-0.605656	0.416769	0.124368
3781407	-0.605674	0.416726	0.124408
3781408	-0.605687	0.416738	0.124313
3781409	-0.605688	0.416716	0.124407
